PO_ID,Supplier,Order_Date,Delivery_Date,Year_Month,Year,Item_Category,Order_Status,Quantity,Unit_Price,Negotiated_Price,Defective_Units,Compliance,Total_Spend,Total_Negotiated,Savings,Savings_Pct,Defect_Rate_Pct,Is_Compliant,Is_Delivered,Is_Cancelled,Lead_Time_Days,Risk_Tier
PO-00285,Alpha_Inc,2023-03-30,2023-04-06,2023-03,2023,Raw Materials,Delivered,904,34.04,30.06,26,Yes,30772.16,27174.24,3597.92,11.69,2.88,1,1,0,7,Low
PO-00286,Beta_Supplies,2023-07-18,2023-07-26,2023-07,2023,Office Supplies,Delivered,1809,22.17,19.65,0,Yes,40105.53,35546.85,4558.68,11.37,0.0,1,1,0,8,Low
PO-00287,Alpha_Inc,2022-04-11,2022-04-16,2022-04,2022,Packaging,Delivered,1298,65.93,58.95,0,Yes,85577.14,76517.1,9060.04,10.59,0.0,1,1,0,5,Low
PO-00288,Beta_Supplies,2022-02-21,2022-03-13,2022-02,2022,Packaging,Delivered,434,36.16,34.79,41,Yes,15693.44,15098.86,594.58,3.79,9.45,1,1,0,20,High
PO-00289,Epsilon_Group,2023-10-30,2023-11-04,2023-10,2023,Electronics,Delivered,1476,68.85,65.28,43,Yes,101622.6,96353.28,5269.32,5.19,2.91,1,1,0,5,Low
PO-00290,Delta_Logistics,2023-07-08,,2023-07,2023,Raw Materials,Partially Delivered,1711,26.04,24.81,290,Yes,44554.44,42449.91,2104.53,4.72,16.95,1,0,0,,High
PO-00291,Gamma_Co,2022-01-16,2022-01-22,2022-01,2022,Packaging,Delivered,1203,53.3,47.68,49,Yes,64119.9,57359.04,6760.86,10.54,4.07,1,1,0,6,Low
PO-00292,Alpha_Inc,2022-04-06,2022-04-07,2022-04,2022,Electronics,Delivered,1126,58.8,52.22,0,Yes,66208.8,58799.72,7409.08,11.19,0.0,1,1,0,1,Low
PO-00293,Epsilon_Group,2022-08-31,2022-09-12,2022-08,2022,Packaging,Delivered,1757,15.18,13.06,63,Yes,26671.26,22946.42,3724.84,13.97,3.59,1,1,0,12,Low
PO-00294,Epsilon_Group,2022-06-20,2022-06-28,2022-06,2022,MRO,Delivered,779,41.3,36.28,20,Yes,32172.7,28262.12,3910.58,12.15,2.57,1,1,0,8,Low
PO-00295,Delta_Logistics,2023-02-21,2023-02-22,2023-02,2023,Office Supplies,Delivered,1745,23.53,22.57,282,No,41059.85,39384.65,1675.2,4.08,16.16,0,1,0,1,High
PO-00296,Delta_Logistics,2023-05-13,2023-05-15,2023-05,2023,Raw Materials,Delivered,1783,16.96,15.8,295,Yes,30239.68,28171.4,2068.28,6.84,16.55,1,1,0,2,High
PO-00297,Alpha_Inc,2023-05-08,2023-05-22,2023-05,2023,Office Supplies,Partially Delivered,1489,107.02,93.3,0,Yes,159352.78,138923.7,20429.08,12.82,0.0,1,0,0,14,Low
PO-00298,Alpha_Inc,2022-08-07,2022-08-10,2022-08,2022,Office Supplies,Delivered,296,40.38,35.25,0,Yes,11952.48,10434.0,1518.48,12.7,0.0,1,1,0,3,Low
PO-00299,Epsilon_Group,2023-02-15,2023-02-27,2023-02,2023,MRO,Delivered,885,88.28,80.8,31,Yes,78127.8,71508.0,6619.8,8.47,3.5,1,1,0,12,Low
PO-00300,Epsilon_Group,2022-03-02,2022-03-06,2022-03,2022,Raw Materials,Pending,1512,33.25,30.15,53,Yes,50274.0,45586.8,4687.2,9.32,3.51,1,0,0,4,Low
PO-00301,Delta_Logistics,2022-06-18,2022-06-26,2022-06,2022,Office Supplies,Delivered,252,73.12,67.64,0,No,18426.24,17045.28,1380.96,7.49,0.0,0,1,0,8,Medium
PO-00302,Alpha_Inc,2023-01-24,,2023-01,2023,Electronics,Cancelled,1257,83.13,81.89,30,Yes,104494.41,102935.73,1558.68,1.49,2.39,1,0,1,,Low
PO-00303,Alpha_Inc,2022-01-03,2022-01-20,2022-01,2022,Packaging,Delivered,172,63.61,55.92,4,Yes,10940.92,9618.24,1322.68,12.09,2.33,1,1,0,17,Low
PO-00304,Epsilon_Group,2023-02-04,2023-02-05,2023-02,2023,Packaging,Pending,450,55.85,49.88,9,Yes,25132.5,22446.0,2686.5,10.69,2.0,1,0,0,1,Low
PO-00305,Gamma_Co,2022-09-29,2022-10-15,2022-09,2022,Electronics,Delivered,816,48.95,43.42,45,Yes,39943.2,35430.72,4512.48,11.3,5.51,1,1,0,16,Medium
PO-00306,Epsilon_Group,2023-04-11,2023-04-25,2023-04,2023,Packaging,Delivered,343,44.5,38.57,7,Yes,15263.5,13229.51,2033.99,13.33,2.04,1,1,0,14,Low
PO-00307,Gamma_Co,2022-10-20,2022-11-05,2022-10,2022,MRO,Delivered,329,97.87,85.35,21,No,32199.23,28080.15,4119.08,12.79,6.38,0,1,0,16,High
PO-00308,Alpha_Inc,2023-03-10,2023-03-25,2023-03,2023,Electronics,Delivered,1910,90.69,85.8,0,Yes,173217.9,163878.0,9339.9,5.39,0.0,1,1,0,15,Low
PO-00309,Epsilon_Group,2023-12-15,2023-12-18,2023-12,2023,MRO,Delivered,933,107.99,104.29,29,Yes,100754.67,97302.57,3452.1,3.43,3.11,1,1,0,3,Low
PO-00310,Delta_Logistics,2023-07-24,2023-07-29,2023-07,2023,Raw Materials,Delivered,1683,23.09,21.88,253,Yes,38860.47,36824.04,2036.43,5.24,15.03,1,1,0,5,High
PO-00311,Beta_Supplies,2023-11-09,2023-11-18,2023-11,2023,Packaging,Pending,247,84.11,71.97,0,Yes,20775.17,17776.59,2998.58,14.43,0.0,1,0,0,9,Low
PO-00312,Alpha_Inc,2023-05-14,2023-06-02,2023-05,2023,MRO,Delivered,1031,102.01,98.65,0,Yes,105172.31,101708.15,3464.16,3.29,0.0,1,1,0,19,Low
PO-00313,Alpha_Inc,2022-06-08,2022-06-19,2022-06,2022,Packaging,Delivered,1980,26.97,24.16,41,Yes,53400.6,47836.8,5563.8,10.42,2.07,1,1,0,11,Low
PO-00314,Epsilon_Group,2022-07-14,2022-08-03,2022-07,2022,Raw Materials,Delivered,1584,16.46,14.2,57,Yes,26072.64,22492.8,3579.84,13.73,3.6,1,1,0,20,Low
PO-00315,Beta_Supplies,2022-10-31,2022-11-15,2022-10,2022,Office Supplies,Delivered,801,80.15,70.91,0,Yes,64200.15,56798.91,7401.24,11.53,0.0,1,1,0,15,Low
PO-00316,Beta_Supplies,2022-08-11,2022-08-25,2022-08,2022,Packaging,Delivered,193,63.86,57.46,0,Yes,12324.98,11089.78,1235.2,10.02,0.0,1,1,0,14,Low
PO-00317,Beta_Supplies,2022-03-01,2022-03-05,2022-03,2022,Raw Materials,Delivered,658,86.62,79.85,72,Yes,56995.96,52541.3,4454.66,7.82,10.94,1,1,0,4,High
PO-00318,Epsilon_Group,2023-08-17,2023-09-04,2023-08,2023,Electronics,Delivered,1274,24.72,23.36,37,Yes,31493.28,29760.64,1732.64,5.5,2.9,1,1,0,18,Low
PO-00319,Epsilon_Group,2023-07-10,2023-07-17,2023-07,2023,Packaging,Partially Delivered,1197,88.92,78.82,31,Yes,106437.24,94347.54,12089.7,11.36,2.59,1,0,0,7,Low
PO-00320,Gamma_Co,2022-03-04,2022-03-12,2022-03,2022,Electronics,Delivered,236,28.43,28.11,11,Yes,6709.48,6633.96,75.52,1.13,4.66,1,1,0,8,Low
PO-00321,Gamma_Co,2022-11-18,2022-12-03,2022-11,2022,Raw Materials,Partially Delivered,1399,25.97,22.19,62,Yes,36332.03,31043.81,5288.22,14.56,4.43,1,0,0,15,Low
PO-00322,Gamma_Co,2022-02-28,2022-03-04,2022-02,2022,Electronics,Delivered,513,24.91,22.58,29,Yes,12778.83,11583.54,1195.29,9.35,5.65,1,1,0,4,Medium
PO-00323,Delta_Logistics,2022-02-21,2022-03-04,2022-02,2022,MRO,Delivered,1422,83.73,76.47,198,Yes,119064.06,108740.34,10323.72,8.67,13.92,1,1,0,11,High
PO-00324,Alpha_Inc,2023-08-22,2023-09-03,2023-08,2023,Office Supplies,Delivered,1844,76.51,73.05,0,Yes,141084.44,134704.2,6380.24,4.52,0.0,1,1,0,12,Low
PO-00325,Gamma_Co,2023-05-04,,2023-05,2023,Electronics,Delivered,709,61.64,54.55,41,Yes,43702.76,38675.95,5026.81,11.5,5.78,1,1,0,,Medium
PO-00326,Delta_Logistics,2023-05-30,2023-06-15,2023-05,2023,MRO,Delivered,813,45.68,41.78,0,No,37137.84,33967.14,3170.7,8.54,0.0,0,1,0,16,Medium
PO-00327,Delta_Logistics,2023-06-28,2023-07-01,2023-06,2023,Office Supplies,Delivered,1004,96.51,92.9,146,No,96896.04,93271.6,3624.44,3.74,14.54,0,1,0,3,High
PO-00328,Epsilon_Group,2022-06-11,2022-06-15,2022-06,2022,Raw Materials,Delivered,452,46.45,40.39,9,Yes,20995.4,18256.28,2739.12,13.05,1.99,1,1,0,4,Low
PO-00329,Beta_Supplies,2022-02-28,2022-03-12,2022-02,2022,Raw Materials,Pending,1419,83.91,71.46,137,Yes,119068.29,101401.74,17666.55,14.84,9.65,1,0,0,12,High
PO-00330,Beta_Supplies,2023-06-05,2023-06-23,2023-06,2023,Packaging,Delivered,1584,53.73,51.92,167,No,85108.32,82241.28,2867.04,3.37,10.54,0,1,0,18,High
PO-00331,Gamma_Co,2022-03-24,2022-04-11,2022-03,2022,MRO,Pending,196,44.36,43.81,6,Yes,8694.56,8586.76,107.8,1.24,3.06,1,0,0,18,Low
PO-00332,Alpha_Inc,2022-07-10,2022-07-14,2022-07,2022,Office Supplies,Delivered,1221,53.19,46.18,29,Yes,64944.99,56385.78,8559.21,13.18,2.38,1,1,0,4,Low
PO-00333,Alpha_Inc,2022-03-12,2022-03-26,2022-03,2022,Packaging,Delivered,913,37.5,36.2,0,Yes,34237.5,33050.6,1186.9,3.47,0.0,1,1,0,14,Low
PO-00334,Alpha_Inc,2023-09-02,2023-09-04,2023-09,2023,Packaging,Delivered,1784,85.01,76.69,37,Yes,151657.84,136814.96,14842.88,9.79,2.07,1,1,0,2,Low
PO-00335,Delta_Logistics,2022-03-11,,2022-03,2022,Raw Materials,Delivered,1893,55.8,52.35,0,Yes,105629.4,99098.55,6530.85,6.18,0.0,1,1,0,,Low
PO-00336,Delta_Logistics,2023-11-23,2023-12-05,2023-11,2023,Electronics,Pending,538,34.3,32.25,84,No,18453.4,17350.5,1102.9,5.98,15.61,0,0,0,12,High
PO-00337,Delta_Logistics,2022-08-29,2022-09-15,2022-08,2022,Office Supplies,Pending,978,94.15,87.7,149,No,92078.7,85770.6,6308.1,6.85,15.24,0,0,0,17,High
PO-00338,Epsilon_Group,2023-02-18,2023-03-06,2023-02,2023,Raw Materials,Cancelled,1713,47.45,42.05,53,Yes,81281.85,72031.65,9250.2,11.38,3.09,1,0,1,16,Low
PO-00339,Delta_Logistics,2022-05-03,2022-05-07,2022-05,2022,Raw Materials,Pending,600,60.1,57.92,95,No,36060.0,34752.0,1308.0,3.63,15.83,0,0,0,4,High
PO-00340,Alpha_Inc,2023-08-07,2023-08-25,2023-08,2023,Electronics,Pending,387,100.28,85.54,5,Yes,38808.36,33103.98,5704.38,14.7,1.29,1,0,0,18,Low
PO-00341,Alpha_Inc,2022-09-10,2022-09-19,2022-09,2022,MRO,Pending,921,68.83,59.13,22,Yes,63392.43,54458.73,8933.7,14.09,2.39,1,0,0,9,Low
PO-00342,Beta_Supplies,2023-08-16,2023-08-30,2023-08,2023,MRO,Delivered,690,22.47,21.94,77,Yes,15504.3,15138.6,365.7,2.36,11.16,1,1,0,14,High
PO-00343,Alpha_Inc,2023-09-01,2023-09-21,2023-09,2023,Office Supplies,Cancelled,1852,104.04,94.89,36,Yes,192682.08,175736.28,16945.8,8.79,1.94,1,0,1,20,Low
PO-00344,Delta_Logistics,2022-02-10,2022-02-28,2022-02,2022,Electronics,Delivered,522,66.83,58.01,74,Yes,34885.26,30281.22,4604.04,13.2,14.18,1,1,0,18,High
PO-00345,Delta_Logistics,2023-09-27,2023-10-06,2023-09,2023,Electronics,Delivered,200,44.16,43.13,21,Yes,8832.0,8626.0,206.0,2.33,10.5,1,1,0,9,High
PO-00346,Gamma_Co,2022-03-25,2022-04-03,2022-03,2022,Packaging,Delivered,1488,22.76,21.99,0,Yes,33866.88,32721.12,1145.76,3.38,0.0,1,1,0,9,Low
PO-00347,Epsilon_Group,2023-03-06,2023-03-16,2023-03,2023,Electronics,Delivered,1371,87.16,78.13,43,Yes,119496.36,107116.23,12380.13,10.36,3.14,1,1,0,10,Low
PO-00348,Alpha_Inc,2023-11-05,,2023-11,2023,Office Supplies,Delivered,1684,73.05,62.53,0,Yes,123016.2,105300.52,17715.68,14.4,0.0,1,1,0,,Low
PO-00349,Epsilon_Group,2023-08-21,2023-08-27,2023-08,2023,Electronics,Delivered,312,63.52,58.09,0,Yes,19818.24,18124.08,1694.16,8.55,0.0,1,1,0,6,Low
PO-00350,Alpha_Inc,2023-08-02,2023-08-21,2023-08,2023,Packaging,Cancelled,1837,99.04,86.51,39,Yes,181936.48,158918.87,23017.61,12.65,2.12,1,0,1,19,Low
PO-00351,Beta_Supplies,2023-06-20,2023-06-23,2023-06,2023,MRO,Delivered,193,87.86,81.74,21,Yes,16956.98,15775.82,1181.16,6.97,10.88,1,1,0,3,High
PO-00352,Beta_Supplies,2022-11-20,2022-11-21,2022-11,2022,Electronics,Delivered,395,24.83,23.96,31,Yes,9807.85,9464.2,343.65,3.5,7.85,1,1,0,1,Medium
PO-00353,Epsilon_Group,2022-09-25,2022-10-12,2022-09,2022,Electronics,Cancelled,673,39.58,35.83,25,Yes,26637.34,24113.59,2523.75,9.47,3.71,1,0,1,17,Low
PO-00354,Delta_Logistics,2022-07-29,2022-08-12,2022-07,2022,Office Supplies,Cancelled,1066,33.33,28.47,162,No,35529.78,30349.02,5180.76,14.58,15.2,0,0,1,14,High
PO-00355,Gamma_Co,2023-11-17,2023-11-23,2023-11,2023,Packaging,Delivered,1645,85.42,80.78,73,No,140515.9,132883.1,7632.8,5.43,4.44,0,1,0,6,Medium
PO-00356,Alpha_Inc,2022-11-18,2022-11-29,2022-11,2022,Electronics,Delivered,930,13.67,11.95,16,Yes,12713.1,11113.5,1599.6,12.58,1.72,1,1,0,11,Low
PO-00357,Alpha_Inc,2022-09-02,2022-09-21,2022-09,2022,Office Supplies,Delivered,51,63.74,56.1,0,Yes,3250.74,2861.1,389.64,11.99,0.0,1,1,0,19,Low
PO-00358,Gamma_Co,2022-09-29,2022-10-01,2022-09,2022,Packaging,Delivered,946,81.77,71.65,55,Yes,77354.42,67780.9,9573.52,12.38,5.81,1,1,0,2,Medium
PO-00359,Epsilon_Group,2023-02-10,2023-03-02,2023-02,2023,Raw Materials,Partially Delivered,1377,94.69,84.2,0,Yes,130388.13,115943.4,14444.73,11.08,0.0,1,0,0,20,Low
PO-00360,Epsilon_Group,2022-05-15,2022-05-18,2022-05,2022,Packaging,Cancelled,303,41.6,40.51,11,Yes,12604.8,12274.53,330.27,2.62,3.63,1,0,1,3,Low
PO-00361,Alpha_Inc,2023-11-19,2023-12-03,2023-11,2023,Raw Materials,Delivered,1725,93.14,79.62,24,Yes,160666.5,137344.5,23322.0,14.52,1.39,1,1,0,14,Low
PO-00362,Beta_Supplies,2023-10-23,2023-11-07,2023-10,2023,Raw Materials,Cancelled,502,22.05,20.65,50,No,11069.1,10366.3,702.8,6.35,9.96,0,0,1,15,High
PO-00363,Gamma_Co,2022-11-04,2022-11-11,2022-11,2022,Packaging,Delivered,1110,90.49,80.03,61,Yes,100443.9,88833.3,11610.6,11.56,5.5,1,1,0,7,Medium
PO-00364,Alpha_Inc,2023-04-14,2023-04-18,2023-04,2023,Packaging,Delivered,1233,23.08,20.57,0,Yes,28457.64,25362.81,3094.83,10.88,0.0,1,1,0,4,Low
PO-00365,Beta_Supplies,2022-11-20,2022-11-24,2022-11,2022,Office Supplies,Delivered,1064,48.04,43.6,94,Yes,51114.56,46390.4,4724.16,9.24,8.83,1,1,0,4,High
PO-00366,Epsilon_Group,2022-03-16,2022-04-04,2022-03,2022,Packaging,Partially Delivered,58,82.57,76.55,0,Yes,4789.06,4439.9,349.16,7.29,0.0,1,0,0,19,Low
PO-00367,Beta_Supplies,2022-01-10,2022-01-20,2022-01,2022,MRO,Delivered,1306,23.49,20.17,116,No,30677.94,26342.02,4335.92,14.13,8.88,0,1,0,10,High
PO-00368,Delta_Logistics,2023-04-15,2023-04-28,2023-04,2023,Electronics,Delivered,1172,32.93,29.28,0,No,38593.96,34316.16,4277.8,11.08,0.0,0,1,0,13,Medium
PO-00369,Alpha_Inc,2023-09-29,,2023-09,2023,Packaging,Delivered,1732,82.5,71.71,24,Yes,142890.0,124201.72,18688.28,13.08,1.39,1,1,0,,Low
PO-00370,Gamma_Co,2023-07-31,2023-08-07,2023-07,2023,Raw Materials,Delivered,865,81.54,71.59,39,Yes,70532.1,61925.35,8606.75,12.2,4.51,1,1,0,7,Low
PO-00371,Beta_Supplies,2022-04-13,2022-04-20,2022-04,2022,Raw Materials,Delivered,257,68.72,66.92,22,Yes,17661.04,17198.44,462.6,2.62,8.56,1,1,0,7,High
PO-00372,Epsilon_Group,2022-03-17,2022-03-26,2022-03,2022,Packaging,Delivered,1204,73.18,67.59,31,Yes,88108.72,81378.36,6730.36,7.64,2.57,1,1,0,9,Low
PO-00373,Beta_Supplies,2023-07-05,2023-07-09,2023-07,2023,Electronics,Partially Delivered,453,64.14,60.18,51,Yes,29055.42,27261.54,1793.88,6.17,11.26,1,0,0,4,High
PO-00374,Epsilon_Group,2022-08-07,2022-08-21,2022-08,2022,Electronics,Delivered,201,33.81,32.54,3,Yes,6795.81,6540.54,255.27,3.76,1.49,1,1,0,14,Low
PO-00375,Delta_Logistics,2023-06-03,2023-06-16,2023-06,2023,Office Supplies,Delivered,103,44.61,42.88,10,Yes,4594.83,4416.64,178.19,3.88,9.71,1,1,0,13,High
PO-00376,Epsilon_Group,2022-09-29,2022-10-07,2022-09,2022,Office Supplies,Delivered,1193,27.4,27.09,0,Yes,32688.2,32318.37,369.83,1.13,0.0,1,1,0,8,Low
PO-00377,Gamma_Co,2022-05-16,2022-05-28,2022-05,2022,Office Supplies,Partially Delivered,1746,93.6,89.81,85,Yes,163425.6,156808.26,6617.34,4.05,4.87,1,0,0,12,Low
PO-00378,Delta_Logistics,2022-12-24,2022-12-26,2022-12,2022,Electronics,Delivered,1993,65.94,59.36,0,Yes,131418.42,118304.48,13113.94,9.98,0.0,1,1,0,2,Low
PO-00379,Beta_Supplies,2022-03-12,2022-03-27,2022-03,2022,Raw Materials,Delivered,677,46.54,43.11,0,No,31507.58,29185.47,2322.11,7.37,0.0,0,1,0,15,Medium
PO-00380,Alpha_Inc,2022-09-08,,2022-09,2022,Office Supplies,Pending,636,53.64,49.23,18,Yes,34115.04,31310.28,2804.76,8.22,2.83,1,0,0,,Low
PO-00381,Epsilon_Group,2023-01-14,2023-02-02,2023-01,2023,Packaging,Delivered,1698,100.97,98.73,52,Yes,171447.06,167643.54,3803.52,2.22,3.06,1,1,0,19,Low
PO-00382,Gamma_Co,2022-10-19,2022-11-01,2022-10,2022,Office Supplies,Delivered,1493,24.87,22.89,56,Yes,37130.91,34174.77,2956.14,7.96,3.75,1,1,0,13,Low
PO-00383,Alpha_Inc,2022-06-11,2022-06-25,2022-06,2022,Packaging,Delivered,1495,64.33,58.18,26,Yes,96173.35,86979.1,9194.25,9.56,1.74,1,1,0,14,Low
PO-00384,Alpha_Inc,2023-03-25,2023-04-07,2023-03,2023,Packaging,Cancelled,153,59.42,52.0,3,Yes,9091.26,7956.0,1135.26,12.49,1.96,1,0,1,13,Low
PO-00385,Delta_Logistics,2023-07-11,2023-07-22,2023-07,2023,Raw Materials,Cancelled,1925,70.88,63.41,292,Yes,136444.0,122064.25,14379.75,10.54,15.17,1,0,1,11,High
PO-00386,Beta_Supplies,2023-12-22,2024-01-11,2023-12,2023,Packaging,Delivered,303,12.97,11.42,0,No,3929.91,3460.26,469.65,11.95,0.0,0,1,0,20,Medium
PO-00387,Alpha_Inc,2022-11-06,2022-11-18,2022-11,2022,Office Supplies,Delivered,1300,92.92,90.63,0,Yes,120796.0,117819.0,2977.0,2.46,0.0,1,1,0,12,Low
PO-00388,Gamma_Co,2023-09-19,2023-09-23,2023-09,2023,Raw Materials,Delivered,1185,103.28,99.05,0,Yes,122386.8,117374.25,5012.55,4.1,0.0,1,1,0,4,Low
PO-00389,Epsilon_Group,2023-11-01,2023-11-20,2023-11,2023,Raw Materials,Delivered,559,67.56,57.98,15,Yes,37766.04,32410.82,5355.22,14.18,2.68,1,1,0,19,Low
PO-00390,Epsilon_Group,2023-06-26,2023-06-29,2023-06,2023,Electronics,Pending,1546,78.88,78.0,38,Yes,121948.48,120588.0,1360.48,1.12,2.46,1,0,0,3,Low
PO-00391,Epsilon_Group,2022-01-09,2022-01-19,2022-01,2022,Packaging,Delivered,148,93.02,85.96,4,Yes,13766.96,12722.08,1044.88,7.59,2.7,1,1,0,10,Low
PO-00392,Delta_Logistics,2023-11-15,2023-11-23,2023-11,2023,Office Supplies,Delivered,202,81.75,78.26,37,No,16513.5,15808.52,704.98,4.27,18.32,0,1,0,8,High
PO-00393,Gamma_Co,2023-07-22,2023-07-28,2023-07,2023,Packaging,Delivered,1934,25.86,25.6,78,Yes,50013.24,49510.4,502.84,1.01,4.03,1,1,0,6,Low
PO-00394,Alpha_Inc,2022-11-03,2022-11-07,2022-11,2022,Office Supplies,Delivered,963,64.96,64.07,20,Yes,62556.48,61699.41,857.07,1.37,2.08,1,1,0,4,Low
PO-00395,Gamma_Co,2023-11-11,2023-11-18,2023-11,2023,MRO,Delivered,1969,71.71,61.96,0,Yes,141196.99,121999.24,19197.75,13.6,0.0,1,1,0,7,Low
PO-00396,Delta_Logistics,2022-04-17,,2022-04,2022,Electronics,Delivered,927,48.89,46.05,138,Yes,45321.03,42688.35,2632.68,5.81,14.89,1,1,0,,High
PO-00397,Delta_Logistics,2022-05-18,2022-05-23,2022-05,2022,Raw Materials,Cancelled,387,77.81,69.04,67,Yes,30112.47,26718.48,3393.99,11.27,17.31,1,0,1,5,High
PO-00398,Beta_Supplies,2022-09-28,2022-10-03,2022-09,2022,Electronics,Delivered,1779,97.86,94.36,176,Yes,174092.94,167866.44,6226.5,3.58,9.89,1,1,0,5,High
PO-00399,Gamma_Co,2022-04-29,2022-05-05,2022-04,2022,MRO,Pending,871,94.7,92.66,46,Yes,82483.7,80706.86,1776.84,2.15,5.28,1,0,0,6,Medium
PO-00400,Epsilon_Group,2022-04-20,2022-04-23,2022-04,2022,Electronics,Delivered,1236,51.33,44.03,25,Yes,63443.88,54421.08,9022.8,14.22,2.02,1,1,0,3,Low
PO-00401,Delta_Logistics,2023-07-21,2023-08-06,2023-07,2023,Electronics,Delivered,1793,22.01,21.78,285,Yes,39463.93,39051.54,412.39,1.04,15.9,1,1,0,16,High
PO-00402,Delta_Logistics,2022-06-09,2022-06-28,2022-06,2022,MRO,Delivered,1006,101.1,89.04,139,Yes,101706.6,89574.24,12132.36,11.93,13.82,1,1,0,19,High
PO-00403,Beta_Supplies,2022-10-06,2022-10-21,2022-10,2022,Electronics,Cancelled,1754,89.35,86.54,161,No,156719.9,151791.16,4928.74,3.14,9.18,0,0,1,15,High
PO-00404,Epsilon_Group,2022-10-16,2022-11-04,2022-10,2022,Electronics,Delivered,210,22.17,21.32,10,Yes,4655.7,4477.2,178.5,3.83,4.76,1,1,0,19,Low
PO-00405,Delta_Logistics,2023-09-12,2023-10-02,2023-09,2023,MRO,Delivered,1653,102.16,91.91,217,Yes,168870.48,151927.23,16943.25,10.03,13.13,1,1,0,20,High
PO-00406,Alpha_Inc,2022-08-04,2022-08-15,2022-08,2022,MRO,Partially Delivered,850,91.38,88.41,24,Yes,77673.0,75148.5,2524.5,3.25,2.82,1,0,0,11,Low
PO-00407,Epsilon_Group,2022-12-18,2022-12-21,2022-12,2022,Raw Materials,Delivered,447,59.81,57.92,13,Yes,26735.07,25890.24,844.83,3.16,2.91,1,1,0,3,Low
PO-00408,Gamma_Co,2022-07-28,2022-08-07,2022-07,2022,Office Supplies,Delivered,1350,65.11,56.95,71,Yes,87898.5,76882.5,11016.0,12.53,5.26,1,1,0,10,Medium
PO-00409,Beta_Supplies,2023-12-05,2023-12-24,2023-12,2023,Office Supplies,Delivered,865,51.19,47.76,83,Yes,44279.35,41312.4,2966.95,6.7,9.6,1,1,0,19,High
PO-00410,Alpha_Inc,2023-10-12,2023-10-29,2023-10,2023,MRO,Delivered,1989,16.5,15.89,57,Yes,32818.5,31605.21,1213.29,3.7,2.87,1,1,0,17,Low
PO-00411,Alpha_Inc,2022-09-28,2022-10-13,2022-09,2022,Office Supplies,Delivered,1577,41.77,39.58,32,Yes,65871.29,62417.66,3453.63,5.24,2.03,1,1,0,15,Low
PO-00412,Gamma_Co,2023-06-02,2023-06-04,2023-06,2023,Packaging,Pending,1969,89.25,87.28,108,No,175733.25,171854.32,3878.93,2.21,5.49,0,0,0,2,High
PO-00413,Beta_Supplies,2023-05-16,2023-05-26,2023-05,2023,Packaging,Partially Delivered,1465,11.25,9.61,151,Yes,16481.25,14078.65,2402.6,14.58,10.31,1,0,0,10,High
PO-00414,Delta_Logistics,2022-09-15,2022-09-18,2022-09,2022,Packaging,Pending,1208,41.62,39.46,0,Yes,50276.96,47667.68,2609.28,5.19,0.0,1,0,0,3,Low
PO-00415,Beta_Supplies,2022-02-22,2022-03-11,2022-02,2022,Raw Materials,Delivered,1268,46.06,45.26,123,Yes,58404.08,57389.68,1014.4,1.74,9.7,1,1,0,17,High
PO-00416,Delta_Logistics,2022-04-05,2022-04-24,2022-04,2022,Office Supplies,Delivered,450,59.24,55.03,68,No,26658.0,24763.5,1894.5,7.11,15.11,0,1,0,19,High
PO-00417,Gamma_Co,2023-10-12,2023-10-14,2023-10,2023,Electronics,Partially Delivered,689,102.53,95.23,38,Yes,70643.17,65613.47,5029.7,7.12,5.52,1,0,0,2,Medium
PO-00418,Gamma_Co,2023-03-10,2023-03-29,2023-03,2023,MRO,Delivered,1106,44.05,38.6,51,Yes,48719.3,42691.6,6027.7,12.37,4.61,1,1,0,19,Low
PO-00419,Alpha_Inc,2022-10-11,2022-10-22,2022-10,2022,Office Supplies,Delivered,737,43.08,42.58,21,Yes,31749.96,31381.46,368.5,1.16,2.85,1,1,0,11,Low
PO-00420,Alpha_Inc,2022-02-15,2022-03-04,2022-02,2022,Raw Materials,Delivered,509,76.76,74.72,7,No,39070.84,38032.48,1038.36,2.66,1.38,0,1,0,17,Medium
PO-00421,Alpha_Inc,2022-01-04,2022-01-06,2022-01,2022,Electronics,Delivered,1004,50.7,46.59,27,Yes,50902.8,46776.36,4126.44,8.11,2.69,1,1,0,2,Low
PO-00422,Gamma_Co,2022-12-08,2022-12-19,2022-12,2022,MRO,Pending,1956,31.88,28.48,86,Yes,62357.28,55706.88,6650.4,10.66,4.4,1,0,0,11,Low
PO-00423,Delta_Logistics,2022-05-14,,2022-05,2022,Electronics,Delivered,519,51.73,47.52,81,No,26847.87,24662.88,2184.99,8.14,15.61,0,1,0,,High
PO-00424,Gamma_Co,2023-10-15,2023-10-21,2023-10,2023,MRO,Partially Delivered,1448,25.06,21.62,84,Yes,36286.88,31305.76,4981.12,13.73,5.8,1,0,0,6,Medium
PO-00425,Gamma_Co,2022-09-26,2022-10-11,2022-09,2022,Packaging,Delivered,1095,26.91,23.75,53,Yes,29466.45,26006.25,3460.2,11.74,4.84,1,1,0,15,Low
PO-00426,Alpha_Inc,2022-06-15,,2022-06,2022,MRO,Delivered,799,56.22,49.51,18,Yes,44919.78,39558.49,5361.29,11.94,2.25,1,1,0,,Low
